Index	OTU	2D_ID	Channel_ID	Bottle_ID	Site_ID	Site_ID_1	Plate_ID	Position	Longitude	Latitude	Altitude	Altitude_1	Location	Setup_Site_Date	Distribution	Method	Tag	Collection_Date_formatted	Collection_Date_formatted_1	Year	Month	Collector	Image_File	Reverse_Complement_for_Papara	Sumaclust_97_OTU
10732	DLJ_9904-82	144560808	DLJ_140012M	DLJ_2.0206	DLJ_14001M	14001	DLJ_BS9904	G10	98.30763 	27.67869 	1433	1400	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	08 Mar 2016	08 Mar 2016	2016	3	Xiangwei Bu	DLJ_B359918_50_201609141525.jpg		OTU_1634 
10733	DLJ_2402-35	144560831	DLJ_140012M	DLJ_2.0206	DLJ_14001M	14001	DLJ_BS2402	C11	98.30763 	27.67869 	1433	1400	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	08 Mar 2016	08 Mar 2016	2016	3	Xiangwei Bu	DLJ_B359925_92_201609141623.jpg		OTU_0015 
10734	DLJ_2414--56	144560269	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS2414	E08	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352409_71_201609241213.jpg		OTU_0569 
10735	DLJ_9907-47	144560270	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS9907	D11	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359909_16_201609072001.jpg		OTU_0014 
10736	DLJ_2403-95	144560289	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS2403	H11	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352409_48_201609241207.jpg		OTU_0804 
10737	DLJ_2409--93	144560290	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS2409	H09	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352405_93_201609221120.jpg		OTU_0858 
10738		144560293	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS2409	B02	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352405_14_201609221050.jpg		
10739	DLJ_9911-22	144560294	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS9911	B10	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359908_41_201609071949.jpg		OTU_0014 
10740	DLJ_9911--32	144560313	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS9911	C08	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359911_75_201609140954.jpg		OTU_0080 
10741	DLJ_2409--72	144560314	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS2409	F12	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352405_72_201609221117.jpg		OTU_1563 
10742	DLJ_2409--36	144560317	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS2409	C12	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352405_36_201609221053.jpg		OTU_2212 
10743		144560318	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS9918	A02	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359910_90_201609141027.jpg		
10744	DLJ_2417-29	144560338	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS2417	C05	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352403_29_201609211555.jpg		OTU_0204 
10745	DLJ_2409--89	144560341	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS2409	H05	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352405_89_201609221119.jpg		OTU_0914 
10746	DLJ_2403--60	144560342	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS2403	E12	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352404_60_201609220959.jpg		OTU_0204 
10747	DLJ_2420-06	144560343	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS2420	A06	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359910_28_201609141021.jpg		OTU_1686 
10748	DLJ16-9913--17	144560661	DLJ_180012	DLJ_2.0069	DLJ_18001	18001	DLJ_BS9913	B05	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	27 Oct 2015	27 Oct 2015	2015	10	Xiangwei Bu	DLJ_B359911_15_201609140948.jpg		OTU_0116 
10749	DLJ_2409--65	144560662	DLJ_180012	DLJ_2.0069	DLJ_18001	18001	DLJ_BS2409	F05	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	27 Oct 2015	27 Oct 2015	2015	10	Xiangwei Bu	DLJ_B352405_65_201609221117.jpg		OTU_1120 
10750	DLJ_2409--19	144560665	DLJ_180012	DLJ_2.0069	DLJ_18001	18001	DLJ_BS2409	B07	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	27 Oct 2015	27 Oct 2015	2015	10	Xiangwei Bu	DLJ_B352405_19_201609221051.jpg		OTU_0205 
10751	DLJ_9910-21	144560666	DLJ_180012	DLJ_2.0069	DLJ_18001	18001	DLJ_BS9910	B09	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	27 Oct 2015	27 Oct 2015	2015	10	Xiangwei Bu	DLJ_B359909_71_201609072007.jpg		OTU_2148 
10752	DLJ_9904--59	144560686	DLJ_180012	DLJ_2.0069	DLJ_18001	18001	DLJ_BS9904	E11	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	27 Oct 2015	27 Oct 2015	2015	10	Xiangwei Bu	DLJ_B359911_18_201609140948.jpg		OTU_0168 
10753	DLJ_2405-41	144560772	DLJ_180012	DLJ_2.0223	DLJ_18001	18001	DLJ_BS2405	D05	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Mar 2016	22 Mar 2016	2016	3	Xiangwei Bu	DLJ_B359921_17_201609141815.jpg		OTU_2309 
10754		144560795	DLJ_180012	DLJ_2.0223	DLJ_18001	18001	DLJ_BS9917	E10	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Mar 2016	22 Mar 2016	2016	3	Xiangwei Bu	DLJ_B359921_45_201609141818.jpg		
10755		144560796	DLJ_180012	DLJ_2.0223	DLJ_18001	18001	DLJ_BS9918	D09	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Mar 2016	22 Mar 2016	2016	3	Xiangwei Bu	DLJ_B359920_81_201609141119.jpg		
10756	DLJ_2412-63	144561319	DLJ_140012M	DLJ_2.0283	DLJ_14001M	14001	DLJ_BS2412	F03	98.30763 	27.67869 	1433	1400	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	24 May 2016	24 May 2016	2016	5	Xiangwei Bu	DLJ_B352401_63_201609211539.jpg		OTU_1927 
10757	DLJ_2412--65	144561328	DLJ_140012M	DLJ_2.0283	DLJ_14001M	14001	DLJ_BS2412	F05	98.30763 	27.67869 	1433	1400	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	24 May 2016	24 May 2016	2016	5	Xiangwei Bu	DLJ_B352401_65_201609211539.jpg		OTU_0098 
10758	DLJ_2409-56	144560267	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2409	E08	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352405_56_201609221116.jpg		OTU_0177 
10759	DLJ_2419--43	144560268	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2419	D07	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359917_60_201609141346.jpg		OTU_0443 
10760	DLJ_2409-74	144560278	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2409	G02	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352405_74_201609221118.jpg		OTU_2580 
10761	DLJ_2409--13	144560279	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2409	B01	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352405_13_201609221050.jpg		OTU_0124 
10762	DLJ_2415--46	144560280	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2415	D10	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352409_66_201609241212.jpg		OTU_0124 
10763	DLJ_2414--24	144560291	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2414	B12	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359911_37_201609140950.jpg		OTU_1930 
10764	DLJ_2414-23	144560292	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2414	B11	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359909_83_201609072008.jpg		OTU_0654 
10765	DLJ_2409--78	144560302	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2409	G06	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352405_78_201609221118.jpg		OTU_0143 
10766	DLJ_2409--28	144560303	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2409	C04	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352405_28_201609221052.jpg		OTU_0124 
10767	DLJ_2417-42	144560304	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2417	D06	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352409_73_201609241213.jpg		OTU_1658 
10768	DLJ_9912-23	144560315	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS9912	B11	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359910_59_201609141024.jpg		OTU_0518 
10769	DLJ_9903--10	144560316	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS9903	A10	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359909_64_201609072006.jpg		OTU_0820 
10770		144560327	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2414	G06	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352409_72_201609241213.jpg		
10771	DLJ16-9913--42	144560329	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS9913	D06	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359907_63_201609041952.jpg		OTU_1136 
10772	DLJ_2407-15	144560339	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2407	B03	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359910_71_201609141025.jpg		OTU_0213 
10773	DLJ_9901-87	144560340	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS9901	H03	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359908_71_201609071952.jpg		OTU_0295 
10774	DLJ_2411-76	144560350	DLJ_180022	DLJ_2.0042	DLJ_18002	18002	DLJ_BS2411	G04	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352409_21_201609241204.jpg		OTU_2173 
10775	DLJ_9917--60	144560777	DLJ_180022	DLJ_2.0224	DLJ_18002	18002	DLJ_BS9917	E12	98.29964 	27.67744 	1827	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Mar 2016	22 Mar 2016	2016	3	Xiangwei Bu	DLJ_B359918_51_201609141525.jpg		OTU_0014 
10776	DLJ_2409--10	144560928	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS2409	A10	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352405_10_201609221050.jpg		OTU_0167 
10777	DLJ_2409--44	144560929	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS2409	D08	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352405_44_201609221054.jpg		OTU_1257 
10778	DLJ_240266	144560950	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS2402	B09	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359906_26_201609041927.jpg		OTU_1157 
10779	DLJ_2417-39	144560951	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS2417	D03	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352403_39_201609211557.jpg		OTU_0247 
10780	DLJ_9903--48	144560952	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS9903	D12	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359906_39_201609041929.jpg		OTU_0023 
10781	DLJ_9918-74	144560953	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS9918	G02	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359905_61_201609041901.jpg		OTU_1822 
10782	DLJ_9913--30	144560974	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS9913	C06	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359906_20_201609041927.jpg		OTU_0747 
10783	DLJ_2419-27	144560975	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS2419	C03	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359902_94_201609041621.jpg		OTU_0520 
10784	DLJ_2419--72	144560976	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS2419	F12	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359905_15_201609041856.jpg		OTU_2737 
10785	DLJ_9909--90	144560977	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS9909	H06	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359906_29_201609041928.jpg		OTU_1930 
10786	DLJ_2403--12	144560999	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS2403	A12	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352404_12_201609220939.jpg	Reversed	OTU_1289 
10787	DLJ_2419--12	144561000	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS2419	A12	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359902_96_201609041622.jpg		OTU_2737 
10788	DLJ_2420--01	144561001	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS2420	A01	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359906_25_201609041927.jpg		OTU_0625 
10789	DLJ_9904--51	144561022	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS9904	E03	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359902_12_201609041613.jpg		OTU_0151 
10790	DLJ_9913-55	144561023	DLJ_140022	DLJ_2.0030	DLJ_14002	14002	DLJ_BS9913	E07	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	15 Sep 2015	15 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359906_66_201609041931.jpg		OTU_0463 
10791	DLJ11-9904--07	144561324	DLJ_140022	DLJ_2.0310	DLJ_14002	14002	DLJ_BS9904	A07	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	21 Jun 2016	21 Jun 2016	2016	6	Xiangwei Bu	DLJ_B359906_84_201609041933.jpg		OTU_0029 
10792	DLJ_9906--29	144561325	DLJ_140022	DLJ_2.0310	DLJ_14002	14002	DLJ_BS9906	C05	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	21 Jun 2016	21 Jun 2016	2016	6	Xiangwei Bu	DLJ_B359906_44_201609041929.jpg		OTU_0030 
10793	DLJ_9916--64	144561345	DLJ_140022	DLJ_2.0310	DLJ_14002	14002	DLJ_BS9916	F04	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	21 Jun 2016	21 Jun 2016	2016	6	Xiangwei Bu	DLJ_B359904_55_201609041707.jpg		OTU_0102 
10794	DLJ11-9905--09	144561346	DLJ_140022	DLJ_2.0310	DLJ_14002	14002	DLJ_BS9905	A09	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	21 Jun 2016	21 Jun 2016	2016	6	Xiangwei Bu	DLJ_B359907_54_201609041951.jpg		OTU_1528 
10795	DLJ_2404-49	144561347	DLJ_140022	DLJ_2.0310	DLJ_14002	14002	DLJ_BS2404	E01	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	21 Jun 2016	21 Jun 2016	2016	6	Xiangwei Bu	DLJ_B359902_7_201609041612.jpg		OTU_0504 
10796	DLJ_2403-14	144561348	DLJ_140022	DLJ_2.0310	DLJ_14002	14002	DLJ_BS2403	B02	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	21 Jun 2016	21 Jun 2016	2016	6	Xiangwei Bu	DLJ_B352409_33_201609241205.jpg		OTU_0073 
10797	DLJ_24010--A01	144561350	DLJ_140022	DLJ_2.0310	DLJ_14002	14002	DLJ_BS2401	A01	98.28477 	27.69271 	1426	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	21 Jun 2016	21 Jun 2016	2016	6	Xiangwei Bu	DLJ_B352402_1_201609211721.jpg		OTU_0490 
10798	ANML_DLJ05_B05|run:ANML_DLJ05_dtd_0|contig-id:6|rep_count:4|id_similarity:100.0|c_count:10|cmxd:0.0|cmnd:0.0|cnnd:25.4|p:Arthropoda|c:Insecta|o:Coleoptera|f:Elateridae|g:None|s:None|otu:BOLD:ADI4595|date:2019-08-14	144560715	DLJ_140042	DLJ_2.0026	DLJ_14004	14004	DLJ_BS9911	F01	98.29002 	27.67540 	1406	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	08 Sep 2015	08 Sep 2015	2015	9	Xiangwei Bu	DLJ_B359902_95_201609041621.jpg		OTU_0057 
10799		144560731	DLJ_140042	DLJ_2.0026	DLJ_14004	14004	DLJ_BS2403	B07	98.29002 	27.67540 	1406	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	08 Sep 2015	08 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352404_19_201609220940.jpg		
10800	ANML_DLJ02_A06|run:ANML_DLJ02_dtd_0|contig-id:1|rep_count:1081|id_similarity:98.8950276243|c_count:2|cmxd:1.1|cmnd:0.0782608696|cnnd:12.2|p:Arthropoda|c:Insecta|o:Coleoptera|f:Curculionidae|g:None|s:None|otu:BOLD:ADI1314|date:2019-08-14	144560736	DLJ_140042	DLJ_2.0208	DLJ_14004	14004	DLJ_BS2406	F04	98.29002 	27.67540 	1406	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	08 Mar 2016	08 Mar 2016	2016	3	Xiangwei Bu	DLJ_B352412_64_201609241646.jpg		OTU_0279 
10801	ANML_DLJ01_B10|run:ANML_DLJ01_dtd_0|contig-id:1|rep_count:1071|id_similarity:97.7900552486|c_count:2|cmxd:2.2|cmnd:0.0752567694|cnnd:5.5|p:Arthropoda|c:Insecta|o:Coleoptera|f:Curculionidae|g:None|s:None|otu:BOLD:ADI4596|date:2019-08-13	144560803	DLJ_140042	DLJ_2.0208	DLJ_14004	14004	DLJ_BS2402	E10	98.29002 	27.67540 	1406	1400	Dulongjiang, Gaoligongshan Mountain	Aug 10th, 2015	NE	Malaise Trap	Didi	08 Mar 2016	08 Mar 2016	2016	3	Xiangwei Bu	DLJ_B359926_44_201609141803.jpg		OTU_0221 
10802	ANML_DLJ01_D07|run:ANML_DLJ01_dtd_0|contig-id:1|rep_count:55|id_similarity:97.2375690608|c_count:1|cmxd:2.8|cmnd:0.4618181818|cnnd:None|p:Arthropoda|c:Insecta|o:Coleoptera|f:Nitidulidae|g:None|s:None|otu:BOLD:ADI4677|date:2019-08-13	144560337	DLJ_180012	DLJ_2.0041	DLJ_18001	18001	DLJ_BS2403	E03	98.30112 	27.68462 	1860	1800	Dulongjiang, Gaoligongshan Mountain	Aug 11th, 2015	NE	Malaise Trap	Didi	22 Sep 2015	22 Sep 2015	2015	9	Xiangwei Bu	DLJ_B352409_45_201609241206.jpg		OTU_0849 
